ts,src_ip,dst_ip,sport,query,record_type,response_size,subdomain_length,subdomain_entropy,hex_ratio,query_rate_per_min,risk_score,risk_level,prediction
1775899141.232593,10.0.0.77,8.8.8.8,10010,3ed72876eca405789e474ab93daba81a69730782409a748d2d.tunnel.attacker-c2.net,NULL,279,56,3.974404870020208,0.9107142857142857,3.7065310598936643,80.5,High,TUNNEL
1775898851.839428,10.0.0.77,8.8.8.8,12555,649c84357710798c56751a0eb6c39594518142897f98b68bdd883e019643.tunnel.attacker-c2.net,NULL,305,66,4.03349659155177,0.9242424242424242,3.7065310598936643,80.5,High,TUNNEL
1775899479.764641,10.0.0.42,8.8.8.8,40224,trj+klhjz8doekrxtbhxcg/liqbnossridkgxknguwmax.d4.evil-c2.io,TXT,209,47,4.527681138773587,0.2127659574468085,3.0658789241805042,80.4,High,TUNNEL
1775899675.137569,10.0.0.77,8.8.8.8,22721,8e49102b513b706bf7371bbb448c40f609d595bd40018b83392307531f.tunnel.attacker-c2.net,TXT,260,64,3.9822589389098866,0.921875,3.7065310598936643,80.3,High,TUNNEL
1775898529.643089,10.0.0.77,8.8.8.8,4642,a12cd967e9c81514fc83abc427df0635adcec50c627aa500a3401fda59eb541.tunnel.attacker-c2.net,CNAME,251,69,4.12937445858994,0.927536231884058,3.7065310598936643,80.1,High,TUNNEL
1775900687.227293,10.0.0.42,8.8.8.8,29673,xotmdiqak7/hl0hm6rpwmnv4ap9um+abyoycrhkqm+gu+cropnj/.d8.evil-c2.io,MX,229,54,4.715277030174253,0.25925925925925924,3.0658789241805042,79.9,High,TUNNEL
1775900641.673487,10.0.0.42,8.8.8.8,33187,ccwvxalgxpnjnraaahhv+gp9ebwrtpwqejr0azpgrpnjhb.d5.evil-c2.io,TXT,256,48,4.230926699477594,0.3125,3.0658789241805042,78.9,High,TUNNEL
1775900287.439506,10.0.0.77,8.8.8.8,22352,2335448105c738f7ce8621de3df48990da55b6328bb73ed9e7.tunnel.attacker-c2.net,TXT,265,56,4.133272672738775,0.9107142857142857,3.7065310598936643,78.8,High,TUNNEL
1775898489.742297,10.0.0.77,8.8.8.8,56445,b45a2d91e29b23a8c0eb2f5c2b42288945e808352445c040f3b3.tunnel.attacker-c2.net,CNAME,286,58,3.8950763152661185,0.9137931034482759,3.7065310598936643,78.2,High,TUNNEL
1775900357.368455,10.0.0.77,8.8.8.8,60912,49d4e22d754c20e5c4a689942707096b4105150b0cfac3a30b.tunnel.attacker-c2.net,NULL,269,56,4.089840467282889,0.9107142857142857,3.7065310598936643,77.9,High,TUNNEL
1775900434.35355,10.0.0.77,8.8.8.8,29615,5caff89a6c946cd09a5d135f409ab19e9237281864278d4e8d9f922c87371b.tunnel.attacker-c2.net,NULL,328,68,4.144242760553022,0.9264705882352942,3.7065310598936643,77.6,High,TUNNEL
1775899713.121965,10.0.0.77,8.8.8.8,5445,e0d64df10a8313b1829c18f13e284ba8a0c657b093ce17e560.tunnel.attacker-c2.net,CNAME,316,56,4.1402433785524035,0.9107142857142857,3.7065310598936643,77.5,High,TUNNEL
1775899386.561105,10.0.0.42,8.8.8.8,12925,xpktxr0dgcqyy3e1nenfj4cmcuseefzxd0gu5ui6enj2t2acfg22r.d3.evil-c2.io,TXT,286,55,4.542469431935247,0.509090909090909,3.0658789241805042,77.5,High,TUNNEL
1775899099.723774,10.0.0.77,8.8.8.8,10493,43f87b074bbe87044f8a707ef096596d869577c5ec9ce68e8e37acef039d3.tunnel.attacker-c2.net,TXT,271,67,3.9431215642260184,0.9253731343283582,3.7065310598936643,77.4,High,TUNNEL
1775900405.501813,10.0.0.77,8.8.8.8,39976,c427a5723d74129680562d67ff0d0d07f391a647157e959a4191c57e692.tunnel.attacker-c2.net,CNAME,326,65,4.019090899050537,0.9230769230769231,3.7065310598936643,77.3,High,TUNNEL
1775900213.55592,10.0.0.77,8.8.8.8,45161,82b97a67272f726505b31e0d3fd0d99df17ef10c2bb207331f.tunnel.attacker-c2.net,CNAME,234,56,3.9904155298816324,0.9107142857142857,3.7065310598936643,77.0,High,TUNNEL
1775900551.657808,10.0.0.77,8.8.8.8,4665,80ac006c71c030d9d49f24ccf18ebe146d6d542cee82a511cd825774e52ad8b.tunnel.attacker-c2.net,NULL,238,69,4.094265046028436,0.927536231884058,3.7065310598936643,77.0,High,TUNNEL
1775899747.768649,10.0.0.77,8.8.8.8,51657,e7b9c129c3f81f726ab0701ed6ed110debaaf8b67615db5eaac97b97abdb.tunnel.attacker-c2.net,TXT,247,66,3.985100134536712,0.9242424242424242,3.7065310598936643,77.0,High,TUNNEL
1775898610.431178,10.0.0.77,8.8.8.8,17716,ebcdd3a81dc880e564282731d095dc12d8b9941869444e1093981cde3eb3d.tunnel.attacker-c2.net,CNAME,247,67,3.9516898931033233,0.9253731343283582,3.7065310598936643,76.9,High,TUNNEL
1775900167.250559,10.0.0.77,8.8.8.8,40430,61c3a6f7a2334c2518383944e8bcfbe292d0f80288ea8fecf71fb2084627a6d.tunnel.attacker-c2.net,TXT,335,69,4.088233291325159,0.927536231884058,3.7065310598936643,76.8,High,TUNNEL
1775900837.792378,10.0.0.42,8.8.8.8,2052,pfzqlvlpcsup2kbnzk74dniyqbhzoziqeuzhtvtsqvjwz.d7.evil-c2.io,TXT,202,47,4.3839601280892575,0.23404255319148937,3.0658789241805042,76.7,High,TUNNEL
1775899554.338813,10.0.0.42,8.8.8.8,61320,ejb0vsyjlrzidqhttgyor/t2xpviojj6iymqgkrwenka.d4.evil-c2.io,TXT,263,46,4.631832608042798,0.21739130434782608,3.0658789241805042,76.5,High,TUNNEL
1775899827.717454,10.0.0.77,8.8.8.8,52374,9ec007da958e96e23be052a3b5155b351f5ca5fcbaa631ec14.tunnel.attacker-c2.net,NULL,274,56,4.010405092002413,0.9107142857142857,3.7065310598936643,76.2,High,TUNNEL
1775900003.486356,10.0.0.77,8.8.8.8,10077,c1d7bf349f8939536e1ce48f9750cb28473fe3350f1702c320676e4eebbc4bd.tunnel.attacker-c2.net,NULL,238,69,4.063225778636026,0.927536231884058,3.7065310598936643,75.9,High,TUNNEL
1775898559.347473,10.0.0.77,8.8.8.8,21179,f009418b618b0198cf4eef0d5e71747033ad8ca0e41f3d8deb4d0f2ce3263dd.tunnel.attacker-c2.net,NULL,295,69,4.061172018489993,0.927536231884058,3.7065310598936643,75.8,High,TUNNEL
1775900164.553707,10.0.0.42,8.8.8.8,32110,wb7xm6qwxw7+emcrodgrdpyst320tvj3ixecnai2l0rshflofgtbu.d6.evil-c2.io,TXT,234,55,4.803642667873434,0.4,3.0658789241805042,75.7,High,TUNNEL
1775900059.481946,10.0.0.42,8.8.8.8,24192,uirqzic++t63kuiqj6zibt3ioa0vp/ityc8nfsjeikqvnee7ytyhxh.d8.evil-c2.io,TXT,206,56,4.630280869184505,0.30357142857142855,3.0658789241805042,75.6,High,TUNNEL
1775899163.704606,10.0.0.77,8.8.8.8,45289,8c26fcc3a93c3d8ba813a8d59b71150d71cb99018f3d1cc90d0bab1dbb.tunnel.attacker-c2.net,NULL,301,64,3.917294534518015,0.921875,3.7065310598936643,75.6,High,TUNNEL
1775900575.771694,10.0.0.77,8.8.8.8,52720,2b290463bb4016944975d05ebf8c1f798214af35c7f9618ac53.tunnel.attacker-c2.net,CNAME,271,57,4.174933988480216,0.9122807017543859,3.7065310598936643,75.4,High,TUNNEL
1775899817.859968,10.0.0.77,8.8.8.8,26410,86869286848e106f43469eaa1d529dc08d1032b2573d0b75765b.tunnel.attacker-c2.net,TXT,263,58,4.128605779200018,0.9137931034482759,3.7065310598936643,75.3,High,TUNNEL
1775899093.540793,10.0.0.77,8.8.8.8,46519,cdc68ae6586d8de8eddaf3f805cf03e8be64b04c8581ca89c7afb.tunnel.attacker-c2.net,NULL,246,59,3.926317998470961,0.9152542372881356,3.7065310598936643,75.0,High,TUNNEL
1775901371.287112,10.0.0.42,8.8.8.8,43146,70wkqxoqg5c3k7vo8lolapcql7c6m2vgsaq9ik2yx68vfxhg53wi.d6.evil-c2.io,MX,253,54,4.554998844395484,0.42592592592592593,3.0658789241805042,74.9,High,TUNNEL
1775898383.776623,10.0.0.77,8.8.8.8,51790,168f6bd0ef8f7fac324363d0df219569ee87830800391bc78b.tunnel.attacker-c2.net,CNAME,307,56,4.091048958870913,0.9107142857142857,3.7065310598936643,74.8,High,TUNNEL
1775898707.433565,10.0.0.77,8.8.8.8,30675,3ced518b0f5ef14b9e6e8aa114a920399e35d57132e50da7de.tunnel.attacker-c2.net,CNAME,267,56,4.0578161997176565,0.9107142857142857,3.7065310598936643,74.6,High,TUNNEL
1775900263.783035,10.0.0.77,8.8.8.8,24200,cd2de6999acfa50d568a4100e886a473f4e677149f12f5a8044cb3358cd5e.tunnel.attacker-c2.net,TXT,279,67,4.152462333613524,0.9253731343283582,3.7065310598936643,74.4,High,TUNNEL
1775899113.366417,10.0.0.77,8.8.8.8,21205,ed51665f56ecbb2e0edbda99567222a6fda7def3bdf1f49cc1a0d8d4e470.tunnel.attacker-c2.net,TXT,255,66,4.083786688809095,0.9242424242424242,3.7065310598936643,74.3,High,TUNNEL
1775899319.084651,10.0.0.42,8.8.8.8,57213,h8fpuy2arbo0w1t4uzowhpef5e1iteccd+x6oyq0gnkxcx/xuqdkhd.d5.evil-c2.io,CNAME,261,56,4.739954252221581,0.42857142857142855,3.0658789241805042,74.2,High,TUNNEL
1775901227.166343,10.0.0.42,8.8.8.8,41769,hr492kc4ff3ltr/2+7rvk5zxtbn2ovo5duvkbn2by/1mowmwuw9gvo.d2.evil-c2.io,TXT,219,56,4.617547949145271,0.39285714285714285,3.0658789241805042,74.0,High,TUNNEL
1775898565.973756,10.0.0.77,8.8.8.8,50228,d6959513e6ad7c8c2f8830375112ab696373dda195b15410d90a1770dc1a7.tunnel.attacker-c2.net,TXT,288,67,4.051643117163324,0.9253731343283582,3.7065310598936643,73.7,High,TUNNEL
1775899915.248601,10.0.0.77,8.8.8.8,1429,0d4b56632b5501bf117fa6cf3e7a7da1dfe69abd7c624e71cfefc6bbce.tunnel.attacker-c2.net,TXT,286,64,4.005892047769036,0.921875,3.7065310598936643,73.7,High,TUNNEL
1775899993.345609,10.0.0.42,8.8.8.8,19080,6yd5r56yeexrr+0cyewc5hordoerd/djqtkodiobhzihmfgqkaef7h.d9.evil-c2.io,TXT,284,56,4.445947226387471,0.44642857142857145,3.0658789241805042,73.0,High,TUNNEL
1775900587.120761,10.0.0.42,8.8.8.8,17904,9ro2r94ymy+ii4uase/wd1p1jdc2qb.d4.evil-c2.io,TXT,220,32,4.327819531114783,0.5,3.0658789241805042,72.9,High,TUNNEL
1775900399.813911,10.0.0.42,8.8.8.8,62769,slhmgzqe54nhfbad3yetm5nbbvdggxqohfdjfnoxktmlpm1dngimte.d2.evil-c2.io,TXT,264,56,4.503895663848838,0.375,3.0658789241805042,72.8,High,TUNNEL
1775899055.614693,10.0.0.77,8.8.8.8,12376,7668396d22ea5f1ede3103166b61d0507ea73de5a618edd37b9bdaf3.tunnel.attacker-c2.net,CNAME,307,62,3.9164780628310067,0.9193548387096774,3.7065310598936643,72.6,High,TUNNEL
1775898949.381107,10.0.0.77,8.8.8.8,19432,54e26ae819616dd503b7497956d820fe4976332ae832dcc05831aa4.tunnel.attacker-c2.net,NULL,323,61,4.142317928877626,0.9180327868852459,3.7065310598936643,72.5,High,TUNNEL
1775898976.763682,10.0.0.77,8.8.8.8,35179,41ef8e25353b17b1321e1390497e027fdde49f84be7b992ddbbb.tunnel.attacker-c2.net,NULL,269,58,3.870444144095787,0.9137931034482759,3.7065310598936643,72.4,High,TUNNEL
1775901167.57164,10.0.0.42,8.8.8.8,65251,27axqnxfxlkn0o7+piz4wjddgl7toxyojrpqrxpvnla6wkq1xfr42h.d3.evil-c2.io,TXT,234,56,4.601125010956984,0.32142857142857145,3.0658789241805042,72.4,High,TUNNEL
1775900658.881656,10.0.0.77,8.8.8.8,6993,2a074e7afa2831cf46e4daa0cba7acf6b0ebd79b98bd3dbf9874f7c58.tunnel.attacker-c2.net,CNAME,281,63,4.075844210137681,0.9206349206349206,3.7065310598936643,72.2,High,TUNNEL
1775899023.138489,10.0.0.42,8.8.8.8,29615,7cea+pouglo+cxtz4lhkybsnr6tucrgugmascyoombnuz4p8gkp8h.d7.evil-c2.io,TXT,213,55,4.53127084984896,0.3090909090909091,3.0658789241805042,72.2,High,TUNNEL
1775899768.72603,10.0.0.77,8.8.8.8,1177,3495b0d9bf9a227f7c98a7bf4e087ba104137084ed36a2b50fe31931ac2a81.tunnel.attacker-c2.net,TXT,262,68,4.1291155199128715,0.9264705882352942,3.7065310598936643,72.2,High,TUNNEL
1775899635.779769,10.0.0.77,8.8.8.8,2858,b4d4b5060728c91508d1d0a7589355e4aaf318b68a57578638355db.tunnel.attacker-c2.net,CNAME,267,61,4.021795174056748,0.9180327868852459,3.7065310598936643,72.0,High,TUNNEL
1775898589.767699,10.0.0.77,8.8.8.8,63089,cf4f2529a0bc171c0a9a3b99d9f76145738ed875ebe0b35758ab0fec2a047.tunnel.attacker-c2.net,NULL,330,67,4.141580901476202,0.9253731343283582,3.7065310598936643,72.0,High,TUNNEL
1775900823.731237,10.0.0.42,8.8.8.8,7155,fz+eqoypkniwiush1hrdjho2ppaflvrwxeba+t+rdg9cck8dt.d1.evil-c2.io,MX,259,51,4.750473381017499,0.35294117647058826,3.0658789241805042,72.0,High,TUNNEL
1775898439.422117,10.0.0.77,8.8.8.8,52307,93ab7c1a8e8b9f4079879d0edad7a412f5f055b1f9fde407fe7c88d58a518b.tunnel.attacker-c2.net,NULL,335,68,4.006961012759095,0.9264705882352942,3.7065310598936643,71.8,High,TUNNEL
1775898388.711695,10.0.0.77,8.8.8.8,7057,c3ddbff0edaa6dcb13c846d952beb8a64b322f88031724abebae0f3d.tunnel.attacker-c2.net,NULL,274,62,4.066942586343416,0.9193548387096774,3.7065310598936643,71.7,High,TUNNEL
1775901278.773709,10.0.0.42,8.8.8.8,13619,va926ty0e6toymtxm4n7bpnppg5abm.d8.evil-c2.io,MX,193,32,4.241729296672174,0.46875,3.0658789241805042,71.3,High,TUNNEL
1775898675.898438,10.0.0.77,8.8.8.8,5079,fb61d13418c73418496ad0cfbe859ec3473cfe3bdde07aedb8eb9f4c4c2a63.tunnel.attacker-c2.net,NULL,239,68,4.081291658531052,0.9264705882352942,3.7065310598936643,71.2,High,TUNNEL
1775900039.460956,10.0.0.77,8.8.8.8,8429,a367921ce29688cabd4fcb08811219815d10d04fa636d3f9231f7d5e8.tunnel.attacker-c2.net,TXT,272,63,4.139336273629744,0.9206349206349206,3.7065310598936643,71.2,High,TUNNEL
1775899273.090614,10.0.0.77,8.8.8.8,47500,bd81496bf8e6748595ded66e4eefef6355360df49e8c73b779b919f5eac04a.tunnel.attacker-c2.net,CNAME,265,68,4.01198219496933,0.9264705882352942,3.7065310598936643,71.1,High,TUNNEL
1775899618.426168,10.0.0.77,8.8.8.8,43506,1219102b2be1340986c570d58e9e511d39781aaa7e43cf236ff74.tunnel.attacker-c2.net,TXT,301,59,4.157381185941148,0.9152542372881356,3.7065310598936643,71.0,High,TUNNEL
1775899381.5977,10.0.0.77,8.8.8.8,7246,43b6e2844e267a4b8ec18d4feb4be949bd64642dc878eecc513365f3a34.tunnel.attacker-c2.net,NULL,250,65,3.94286599993695,0.9230769230769231,3.7065310598936643,70.9,High,TUNNEL
1775900332.927889,10.0.0.77,8.8.8.8,37323,db2b82b81f1d12ae6b91db2a20b0f2a4d4fa8e10a95645e363198406b72589.tunnel.attacker-c2.net,NULL,329,68,4.035377549098369,0.9264705882352942,3.7065310598936643,70.9,High,TUNNEL
1775900135.956561,10.0.0.77,8.8.8.8,25835,49e3c25a893ac25dece977533d7ae40334a1da77505cbb90d0d3f329ed5fb.tunnel.attacker-c2.net,NULL,283,67,3.9821651763864043,0.9253731343283582,3.7065310598936643,70.8,High,TUNNEL
1775898517.043135,10.0.0.77,8.8.8.8,36548,d536ac178f620b02e23a86fdb1d19adcd32844109213323d985ae75457f.tunnel.attacker-c2.net,NULL,294,65,4.154318920681348,0.9230769230769231,3.7065310598936643,70.8,High,TUNNEL
1775898988.34244,10.0.0.77,8.8.8.8,54320,844d5a26d0d03e049d3d838d38de9cf0545317619130e537e5b03ac77cf1cc.tunnel.attacker-c2.net,NULL,309,68,4.047094188541456,0.9264705882352942,3.7065310598936643,70.5,High,TUNNEL
1775899279.191677,10.0.0.77,8.8.8.8,35264,57cfd1ad200a861425f71075dbc8bd52a35e996f3d481b462e68.tunnel.attacker-c2.net,NULL,236,58,4.194127659541056,0.9137931034482759,3.7065310598936643,70.5,High,TUNNEL
1775899627.889477,10.0.0.42,8.8.8.8,54297,9ri2/you3/zeee5jrxfapgbunxoa1j0qbkkq25ztywppmpfn47zb.d2.evil-c2.io,CNAME,204,54,4.773043983484695,0.4074074074074074,3.0658789241805042,70.3,High,TUNNEL
1775899767.560805,10.0.0.77,8.8.8.8,41530,1e03ba395a815efa0b28887e502e51557637173906ab8728adc5b7b1944.tunnel.attacker-c2.net,NULL,271,65,4.043608253564896,0.9230769230769231,3.7065310598936643,70.3,High,TUNNEL
1775899713.474256,10.0.0.42,8.8.8.8,49646,elyzyj8gsvfzezqkmlnxzaievjjqry5g4tgzgpi30agjidomny.d1.evil-c2.io,MX,246,52,4.49411171904108,0.2692307692307692,3.0658789241805042,70.3,High,TUNNEL
1775898819.135937,10.0.0.42,8.8.8.8,59267,m9/mfdjrldcxy9kajolyhcv8hrxami551n8vv13qgp2j4emr6vt.d2.evil-c2.io,CNAME,255,53,4.741794746893569,0.41509433962264153,3.0658789241805042,70.0,High,TUNNEL
1775899499.23328,10.0.0.42,8.8.8.8,50416,jmhfdapnvuymt9lrn+bdttdj1jldbvs.d7.evil-c2.io,TXT,200,33,4.101381529092886,0.36363636363636365,3.0658789241805042,69.9,High,TUNNEL
1775899245.713461,10.0.0.42,8.8.8.8,57402,tleob2zz1+dmjng/vpe/ec6bvino4e6r0lzcg39r0qvenkizjfncex.d4.evil-c2.io,TXT,281,56,4.6462915290459295,0.42857142857142855,3.0658789241805042,69.8,High,TUNNEL
1775898459.91265,10.0.0.77,8.8.8.8,51240,d29a6f2ca3992fd55dd0134c222aa4a2a28272e5df287a63c49df7.tunnel.attacker-c2.net,NULL,282,60,3.890399849365889,0.9166666666666666,3.7065310598936643,69.8,High,TUNNEL
1775898424.421738,10.0.0.77,8.8.8.8,56379,8b9bcdf44a3f8e6376e176cd6c1c23c1009f81982a24c5053e5a0dd3e70.tunnel.attacker-c2.net,CNAME,272,65,4.18201536775489,0.9230769230769231,3.7065310598936643,69.7,High,TUNNEL
1775899223.842215,10.0.0.77,8.8.8.8,49337,2e2dbf1c9c1786dee5aeeb49e79d6941b94ed45b2032d4eddb95c.tunnel.attacker-c2.net,NULL,300,59,3.9305324065300615,0.9152542372881356,3.7065310598936643,69.7,High,TUNNEL
1775899668.278742,10.0.0.77,8.8.8.8,22196,e34bcd17a8359f2ba492b09d2f8f3fb1af1e8a373ad95312c04d8c0621b5.tunnel.attacker-c2.net,NULL,274,66,4.145418136217116,0.9242424242424242,3.7065310598936643,69.5,High,TUNNEL
1775898766.583658,10.0.0.77,8.8.8.8,49964,70cd9211734d502e149af0418dc558cabe02d6b80594d999329.tunnel.attacker-c2.net,CNAME,302,57,4.093671980660052,0.9122807017543859,3.7065310598936643,69.5,High,TUNNEL
1775899923.911575,10.0.0.42,8.8.8.8,17034,+ubxquqjcnk4cymm9nao8mqbgj3btqqq+g0bkin3cdru6kur5bikofv.d1.evil-c2.io,CNAME,226,57,4.5454500495111585,0.3684210526315789,3.0658789241805042,69.4,High,TUNNEL
1775898703.77645,10.0.0.77,8.8.8.8,63672,c554d3d36e668826c97f8f505d612cadc5de18fea659aaf33a4cb7f7219285.tunnel.attacker-c2.net,NULL,312,68,4.095196306876742,0.9264705882352942,3.7065310598936643,69.3,High,TUNNEL
1775899545.365011,10.0.0.77,8.8.8.8,27866,6168e993ee1a70ee66d2acd45259938d524c3d503e5bb44dbc8d8290bb86a6.tunnel.attacker-c2.net,CNAME,239,68,4.037841387319534,0.9264705882352942,3.7065310598936643,69.1,High,TUNNEL
1775899518.205421,10.0.0.77,8.8.8.8,36775,f082e349ab220da43c452b8d369e31f484f62fb00822396f1a6.tunnel.attacker-c2.net,TXT,243,57,4.017101314403907,0.9122807017543859,3.7065310598936643,69.0,High,TUNNEL
1775898573.55613,10.0.0.77,8.8.8.8,56603,5bede55807867dbb877f25efba303a107d0dcafb385f41311b28a91f7f4e0b.tunnel.attacker-c2.net,TXT,246,68,4.047474064261499,0.9264705882352942,3.7065310598936643,68.6,High,TUNNEL
1775900572.635812,10.0.0.77,8.8.8.8,52648,c3d90103c763c114f1fc0c50b62fb41b5b85cfc0adf95ea484027648eb72.tunnel.attacker-c2.net,NULL,251,66,4.133346447093936,0.9242424242424242,3.7065310598936643,68.6,High,TUNNEL
1775900363.114522,10.0.0.77,8.8.8.8,63037,45476ab09aec997d8e13e081908fc629845e4a879f0c6ecd264320f1.tunnel.attacker-c2.net,CNAME,275,62,4.121568746793622,0.9193548387096774,3.7065310598936643,68.4,High,TUNNEL
1775900493.208098,10.0.0.42,8.8.8.8,9723,d9w5jlaczddsk8xwcrvllrk3brkkg2.d8.evil-c2.io,TXT,207,32,4.015319531114783,0.4375,3.0658789241805042,68.0,High,TUNNEL
1775900633.18878,10.0.0.42,8.8.8.8,40477,/nbspsfmpus9a9/hjqyusguksbdqyz3.d4.evil-c2.io,TXT,229,33,4.124256907946324,0.30303030303030304,3.0658789241805042,67.9,High,TUNNEL
1775898988.832502,10.0.0.77,8.8.8.8,45466,97d037f2b183b9a80dc6372744bf11c61171afa1024e79d517a9b63b08b9.tunnel.attacker-c2.net,NULL,306,66,4.085299801992578,0.9242424242424242,3.7065310598936643,67.8,High,TUNNEL
1775900183.89437,10.0.0.77,8.8.8.8,49236,a3f5107bd65fe31b5bc9d56ee83bfc828a8942ae70464002ba2bb18def6.tunnel.attacker-c2.net,NULL,283,65,4.148668583154287,0.9230769230769231,3.7065310598936643,67.8,High,TUNNEL
1775899311.365947,10.0.0.42,8.8.8.8,12937,3tyg6r84uczyzmyp5ns7e0amyf4rzv/1wr3u623nsstwo.d4.evil-c2.io,TXT,237,47,4.623217840809183,0.40425531914893614,3.0658789241805042,67.8,High,TUNNEL
1775900468.805736,10.0.0.77,8.8.8.8,30040,c66f7d29db15a2f980bc6e2674fe14095db2edff19f0af98738d545aa1.tunnel.attacker-c2.net,NULL,291,64,4.146168704467279,0.921875,3.7065310598936643,67.8,High,TUNNEL
1775899038.048026,10.0.0.77,8.8.8.8,24694,d4493ec2a42e938bf88a7c300639bdb20e72d81d967b44f4c9c4a16b2223b.tunnel.attacker-c2.net,NULL,317,67,4.050394043134475,0.9253731343283582,3.7065310598936643,67.7,High,TUNNEL
1775899771.139767,10.0.0.77,8.8.8.8,40978,247936b4a0d66d02c0a050aaba9c5c21c2369bf1d774d9a5a1b149e8f215.tunnel.attacker-c2.net,TXT,329,66,4.122501182171879,0.9242424242424242,3.7065310598936643,67.3,High,TUNNEL
